Hotel 81 Rochor,Reviewed: 11 October 2019,Vietnam,5.8,1,"“- Located next to a convenient store and near Rochor MRT 
”","['• Leisure trip', '• Family with young children', '• Standard Double Room without Window', '• Stayed 3 nights']","- Room isn't soundproof so I cold hear ""noise"" from other room. It was intense and stressful since all I needed was a good sleep after a long day out. 
- Toiletries weren't pre-filled. 
- Put the sign so the cleaner knew I needed my room cleaned but it looked the same except the bed was made and toiletries were filled.","- Located next to a convenient store and near Rochor MRT 
- Price was okay",Stayed in October 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 9 October 2019,India,8.8,1,"“cleanliness was excellent
”","['• Leisure trip', '• Family with young children', '• Standard Triple Room', '• Stayed 3 nights']","they are not flexible in timings, charging for early checkin and other,
smoking area/floor need to have air circualtion, its dumping smell like anything into the rooms","cleanliness was excellent
location was good to access all mode of transports
Very good surrounded by so many shops and hotels
seen from anywhere near by location",Stayed in October 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 7 October 2019,Singapore,9.2,7,"“Finally,they managed to get me a suitable room 2 weeks after...”","['• Leisure trip', '• Solo traveller', '• Standard Double Room without Window', '• Stayed 1 night', '• Submitted via mobile']",None of it.,"Finally,they managed to get me a suitable room 2 weeks after i had checked into a 1st storey room that i wasn't fond of it. Thanks to all of the staff who were really listening to my request!",Stayed in September 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 5 October 2019,Malaysia,7.1,4,“Overall is ok but I am not very satisfied with the room”,"['• Business trip', '• Solo traveller', '• Standard Double Room without Window', '• Stayed 1 night']","- The bed and pillow. Its not very very clean.
- The room setting is not very ideal to have snacks or small dinner",The shower - The heater is good and the water flow is fast,Stayed in October 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 3 October 2019,Sri Lanka,8.8,5,“good place”,"['• Leisure trip', '• Group', '• Standard Double Room without Window', '• Stayed 1 night']",price could be lower or breakfast could be add free of charge,there was no breakfast given to us. overall it was nice experience. close to mustafa center. next to slim lim tower and square too.,Stayed in September 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 3 October 2019,India,7.5,2,“Great place to stay as long as you spend most of your time outdoors.”,"['• Leisure trip', '• Solo traveller', '• Standard Double Room without Window', '• Stayed 2 nights']",The Hotel premises and the room are too congested for easy movement. One gets the impression that the hotel is a bit expensive for the facilities provided.,"Location. Very ideally located for tourists from India. Also, Metro Train services are nearby with tourist attractions and Changi Airport easily accessible. Also, food outlets and shopping centers are bearby.",Stayed in September 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 2 October 2019,Sri Lanka,7.5,2,“Very strategically located hotel within close proximity to shopping and tourist sites.”,"['• Leisure trip', '• Couple', '• Standard Double Room without Window', '• Stayed 3 nights']","There was a musty cigarette smoke smell in the room which was promptly attended to  by the staff, when brought to their notice",The Location was great. Walking distances to most shopping and tourist locations,Stayed in September 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 27 September 2019,Ireland,6.7,22,“Great location ”,"['• Leisure trip', '• Couple', '• Superior Double Room', '• Stayed 3 nights', '• Submitted via mobile']",Very small superior room but guess it's the city centre.. smell of cigarettes in the room wasnt pleasant. Only one bottle of water for 2 people and one cup!!,Great location,Stayed in September 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 26 September 2019,Thailand,7.1,20,"“Like - Location is very near to MRT , Food Center , Shopping...”","['• Leisure trip', '• Solo traveller', '• Standard Triple Room', '• Stayed 3 nights', '• Submitted via mobile']",Don't Like - Noisy ... You can hear other room clock is alarm in the morning :(,"Like - Location is very near to MRT , Food Center , Shopping Area / Staff helpful and friendly as always",Stayed in September 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
Hotel 81 Rochor,Reviewed: 26 September 2019,Bangladesh,7.5,1,“Your front desk staffs were gentle and cooperating.”,"['• Leisure trip', '• Family with young children', '• Standard Triple Room', '• Stayed 4 nights', '• Submitted via mobile']",Your WIFI connectivity.,Your front desk staffs were gentle and cooperating. Specially Mr.Picku's gentility and service. He is a very nice guy. I wish  success  in every step of his life.,Stayed in September 2019,7.1,7,6.6,8.2,6.5,7.7,6.6,7.8
